BodyType,Make,GenModel,Model,Fuel,EngineSizeSimple,EngineSizeDesc,Number
Heavy goods vehicles,RENAULT,RENAULT MASTER,MASTER LLL45TW B-NESS ENGY DCI,Diesel,2300,2201cc to 2300cc,1
Cars,RENAULT,RENAULT MASTER,MASTER LM35 B-NESS ENERGY DCI,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER LM35 B-NESS ENERGY DCI,Diesel,2300,2201cc to 2300cc,237
Buses and coaches,RENAULT,RENAULT MASTER,MASTER LM35 B-NESS ENGY DCI SA,Diesel,2300,2201cc to 2300cc,1
Cars,RENAULT,RENAULT MASTER,MASTER LM35 B-NESS ENGY DCI SA,Diesel,2300,2201cc to 2300cc,2
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER LM35 B-NESS ENGY DCI SA,Diesel,2300,2201cc to 2300cc,8
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER LM35 B-NESS+ ENERGY DCI,Diesel,2300,2201cc to 2300cc,649
Cars,RENAULT,RENAULT MASTER,MASTER LM35 BNESS+ ENGY DCI SA,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER LM35 BNESS+ ENGY DCI SA,Diesel,2300,2201cc to 2300cc,16
Cars,RENAULT,RENAULT MASTER,MASTER LM35 BUSINESS + DCI,Diesel,2300,2201cc to 2300cc,9
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER LM35 BUSINESS + DCI,Diesel,2300,2201cc to 2300cc,781
Buses and coaches,RENAULT,RENAULT MASTER,MASTER LM35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,5
Cars,RENAULT,RENAULT MASTER,MASTER LM35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,49
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER LM35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,284
Other vehicles,RENAULT,RENAULT MASTER,MASTER LM35 BUSINESS DCI,Diesel,[x],[x],1
Other vehicles,RENAULT,RENAULT MASTER,MASTER LM35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,206
Buses and coaches,RENAULT,RENAULT MASTER,MASTER LM39 BNESS ENERGY DCI,Diesel,2300,2201cc to 2300cc,1
Heavy goods vehicles,RENAULT,RENAULT MASTER,MASTER LM39 BNESS ENERGY DCI,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER LML35 B-NESS ENERGY DCI,Diesel,2300,2201cc to 2300cc,4
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER LML35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,4
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER LML35TW B-NESS ENGY DCI,Diesel,2300,2201cc to 2300cc,12
Heavy goods vehicles,RENAULT,RENAULT MASTER,MASTER LML45 B-NESS ENERGY DCI,Diesel,2300,2201cc to 2300cc,3
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER LML45 B-NESS ENERGY DCI,Diesel,2300,2201cc to 2300cc,1
Heavy goods vehicles,RENAULT,RENAULT MASTER,MASTER LML45TW B-NESS ENGY DCI,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MH35 B-NESS ENERGY DCI,Diesel,2300,2201cc to 2300cc,8
Cars,RENAULT,RENAULT MASTER,MASTER MH35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MH35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,14
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER ML35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,197
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER ML35TW DCI,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MLL35 B-NESS ENERGY DCI,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MLL35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,15
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MLL35TW B-NESS ENGY DCI,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MLL35TW DCI,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM33 B-NESS ENERGY DCI,Diesel,2300,2201cc to 2300cc,4
Cars,RENAULT,RENAULT MASTER,MASTER MM33 BUSINESS + DCI,Diesel,2300,2201cc to 2300cc,24
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM33 BUSINESS + DCI,Diesel,2300,2201cc to 2300cc,36
Cars,RENAULT,RENAULT MASTER,MASTER MM33 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,3
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM33 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,58
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM33 DCI,Diesel,2500,2401cc to 2500cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM33 DCI 100,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM33 EXTRA DCI 100,Diesel,2500,2401cc to 2500cc,3
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM35 B-NESS ENERGY DCI,Diesel,2300,2201cc to 2300cc,33
Cars,RENAULT,RENAULT MASTER,MASTER MM35 B-NESS ENGY DCI SA,Diesel,2300,2201cc to 2300cc,7
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM35 B-NESS ENGY DCI SA,Diesel,2300,2201cc to 2300cc,8
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM35 B-NESS+ ENERGY DCI,Diesel,2300,2201cc to 2300cc,81
Cars,RENAULT,RENAULT MASTER,MASTER MM35 BNESS+ ENGY DCI SA,Diesel,2300,2201cc to 2300cc,9
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM35 BNESS+ ENGY DCI SA,Diesel,2300,2201cc to 2300cc,28
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM35 BUSINESS + DCI,Diesel,2300,2201cc to 2300cc,401
Cars,RENAULT,RENAULT MASTER,MASTER MM35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,2
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MM35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,213
Other vehicles,RENAULT,RENAULT MASTER,MASTER MM35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,12
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MML35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,4
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER MML35TW B-NESS ENGY DCI,Diesel,2300,2201cc to 2300cc,1
Cars,RENAULT,RENAULT MASTER,MASTER SL28 B-NESS+ ENERGY DCI,Diesel,2300,2201cc to 2300cc,3
Cars,RENAULT,RENAULT MASTER,MASTER SL28 BNESS ENGY DCI S-A,Diesel,2300,2201cc to 2300cc,11
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER SL28 BNESS ENGY DCI S-A,Diesel,2300,2201cc to 2300cc,4
Cars,RENAULT,RENAULT MASTER,MASTER SL28 BUSINESS + DCI,Diesel,2300,2201cc to 2300cc,15
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER SL28 BUSINESS + DCI,Diesel,2300,2201cc to 2300cc,9
Buses and coaches,RENAULT,RENAULT MASTER,MASTER SL28 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,2
Cars,RENAULT,RENAULT MASTER,MASTER SL28 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,20
Cars,RENAULT,RENAULT MASTER,MASTER SL28 BUSINESS DCI,Diesel,3200,3101cc to 3200cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER SL28 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,39
Cars,RENAULT,RENAULT MASTER,MASTER SL28 BUSINESS DCI AUTO,Diesel,2300,2201cc to 2300cc,13
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER SM35 B-NESS ENGY DCI SA,Diesel,2300,2201cc to 2300cc,1
Cars,RENAULT,RENAULT MASTER,MASTER SM35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER SM35 BUSINESS DCI,Diesel,2300,2201cc to 2300cc,9
Light goods vehicles,RENAULT,RENAULT MASTER,MASTER T35,Diesel,2800,2701cc to 2800cc,1
Cars,RENAULT,RENAULT MEGANE,MEGANE D-QUE TT ENERGY DCI S/S,Diesel,1500,1401cc to 1500cc,2
Cars,RENAULT,RENAULT MEGANE,MEGANE DYNAMIQUE,Diesel,1500,1401cc to 1500cc,1
Cars,RENAULT,RENAULT MEGANE,MEGANE GT LINE BLUE DCI AUTO,Diesel,1500,1401cc to 1500cc,2
Cars,RENAULT,RENAULT MEGANE,MEGANE GT LINE DCI,Diesel,1500,1401cc to 1500cc,2
Cars,RENAULT,RENAULT MEGANE,MEGANE GT LINE TCE,Petrol,1400,1301cc to 1400cc,16
Cars,RENAULT,RENAULT MEGANE,MEGANE GT LINE TCE AUTO,Petrol,1400,1301cc to 1400cc,2
Cars,RENAULT,RENAULT MEGANE,MEGANE GT NAV TCE AUTO,Petrol,1700,1601cc to 1700cc,6
Cars,RENAULT,RENAULT MEGANE,MEGANE ICONIC BLUE DCI,Diesel,1500,1401cc to 1500cc,189
Cars,RENAULT,RENAULT MEGANE,MEGANE ICONIC BLUE DCI AUTO,Diesel,1500,1401cc to 1500cc,28
Cars,RENAULT,RENAULT MEGANE,MEGANE ICONIC DCI,Diesel,1500,1401cc to 1500cc,4
Cars,RENAULT,RENAULT MEGANE,MEGANE ICONIC E-TECH AUTO,Plug-in hybrid electric (Petrol),1600,1501cc to 1600cc,125
Cars,RENAULT,RENAULT MEGANE,MEGANE ICONIC TCE,Petrol,1400,1301cc to 1400cc,90
Cars,RENAULT,RENAULT MEGANE,MEGANE ICONIC TCE AUTO,Petrol,1400,1301cc to 1400cc,20
Cars,RENAULT,RENAULT MEGANE,MEGANE MONACO,Diesel,1500,1401cc to 1500cc,1
Cars,RENAULT,RENAULT MEGANE,MEGANE PLAY BLUE DCI,Diesel,1500,1401cc to 1500cc,5
Cars,RENAULT,RENAULT MEGANE,MEGANE PLAY DCI,Diesel,1500,1401cc to 1500cc,3
Cars,RENAULT,RENAULT MEGANE,MEGANE PLAY TCE,Petrol,1400,1301cc to 1400cc,1
Cars,RENAULT,RENAULT MEGANE,MEGANE PRIVILEGE,Petrol,2000,1901cc to 2000cc,1
Cars,RENAULT,RENAULT MEGANE,MEGANE RENAULTSPORT,Petrol,1800,1701cc to 1800cc,2
Cars,RENAULT,RENAULT MEGANE,MEGANE RENAULTSPORT AUTO,Petrol,1800,1701cc to 1800cc,103
Cars,RENAULT,RENAULT MEGANE,MEGANE RENAULTSPORT CUP,Petrol,2000,1901cc to 2000cc,1
Cars,RENAULT,RENAULT MEGANE,MEGANE RENAULTSPORT TROPHY A,Petrol,1800,1701cc to 1800cc,41
Cars,RENAULT,RENAULT MEGANE,MEGANE RS LINE BLUE DCI,Diesel,1500,1401cc to 1500cc,2
Cars,RENAULT,RENAULT MEGANE,MEGANE RS LINE BLUE DCI AUTO,Diesel,1500,1401cc to 1500cc,5
Cars,RENAULT,RENAULT MEGANE,MEGANE RS LINE E-TECH AUTO,Plug-in hybrid electric (Petrol),1600,1501cc to 1600cc,26
Cars,RENAULT,RENAULT MEGANE,MEGANE RS LINE TCE,Petrol,1400,1301cc to 1400cc,93
Cars,RENAULT,RENAULT MEGANE,MEGANE RS LINE TCE AUTO,Petrol,1400,1301cc to 1400cc,27
Cars,RENAULT,RENAULT MEGANE,MEGANE RS TROPHY-R TCE,Petrol,1800,1701cc to 1800cc,11
Cars,RENAULT,RENAULT MEGANE,MEGANE RXE 1.6,Petrol,1600,1501cc to 1600cc,1
Cars,RENAULT,RENAULT MEGANE,MEGANE SCENIC 16V,Diesel,1500,1401cc to 1500cc,2
Cars,RENAULT,RENAULT MEGANE,MEGANE SCENIC RT DCI,Diesel,1500,1401cc to 1500cc,1
Cars,RENAULT,RENAULT Model Missing,Missing,Diesel,2200,2101cc to 2200cc,1
Cars,RENAULT,RENAULT Model Missing,Missing,Diesel,2300,2201cc to 2300cc,2
Cars,RENAULT,RENAULT Model Missing,Missing,Petrol,1000,901cc to 1000cc,4
Cars,RENAULT,RENAULT Model Missing,Missing,Petrol,1500,1401cc to 1500cc,1
Cars,RENAULT,RENAULT Model Missing,Missing,Petrol,1700,1601cc to 1700cc,2
Cars,RENAULT,RENAULT Model Missing,Missing,Petrol,2500,2401cc to 2500cc,1
Heavy goods vehicles,RENAULT,RENAULT Model Missing,Missing,Diesel,12100,12001cc to 12100cc,1
Heavy goods vehicles,RENAULT,RENAULT Model Missing,Missing,Diesel,2300,2201cc to 2300cc,4
Heavy goods vehicles,RENAULT,RENAULT Model Missing,Missing,Diesel,6200,6101cc to 6200cc,1
Light goods vehicles,RENAULT,RENAULT Model Missing,Missing,Diesel,1600,1501cc to 1600cc,5
Light goods vehicles,RENAULT,RENAULT Model Missing,Missing,Diesel,2000,1901cc to 2000cc,6
Light goods vehicles,RENAULT,RENAULT Model Missing,Missing,Diesel,2500,2401cc to 2500cc,6
Light goods vehicles,RENAULT,RENAULT Model Missing,Missing,Diesel,3000,2901cc to 3000cc,3
Buses and coaches,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,2000,1901cc to 2000cc,1
Buses and coaches,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,2500,2401cc to 2500cc,1
Cars,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,1500,1401cc to 1500cc,37
Cars,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,2000,1901cc to 2000cc,9
Cars,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,1200,1101cc to 1200cc,17
Cars,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,1300,1201cc to 1300cc,3
Cars,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,1600,1501cc to 1600cc,8
Cars,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,2000,1901cc to 2000cc,6
Cars,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,800,701cc to 800cc,4
Cars,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,900,801cc to 900cc,3
Heavy goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,10900,10801cc to 10900cc,3
Heavy goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,12800,12701cc to 12800cc,13
Heavy goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,4900,4801cc to 4900cc,1
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Battery electric,[z],[z],3
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,1900,1801cc to 1900cc,2
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,2300,2201cc to 2300cc,161
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,2400,2301cc to 2400cc,1
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,2600,2501cc to 2600cc,1
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,[x],[x],1
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,1200,1101cc to 1200cc,2
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,1400,1301cc to 1400cc,1
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,2000,1901cc to 2000cc,2
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,2100,2001cc to 2100cc,1
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Petrol,2200,2101cc to 2200cc,2
Other vehicles,RENAULT,RENAULT MODEL MISSING,Missing,Diesel,4200,4101cc to 4200cc,1
Light goods vehicles,RENAULT,RENAULT Model Unknown,Missing,Diesel,2300,2201cc to 2300cc,5
Cars,RENAULT,RENAULT MODEL MISSING,MISSING,Battery electric,[z],[z],4
Cars,RENAULT,RENAULT MODEL MISSING,MISSING,Diesel,1900,1801cc to 1900cc,1
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,MISSING,Petrol,1300,1201cc to 1300cc,1
Light goods vehicles,RENAULT,RENAULT MODEL MISSING,MISSING,Petrol,3900,3801cc to 3900cc,1
Other vehicles,RENAULT,RENAULT MODEL MISSING,MISSING,Battery electric,[z],[z],1
Cars,RENAULT,RENAULT MODUS,MODUS MAXIM,Petrol,1600,1501cc to 1600cc,1
Light goods vehicles,RENAULT,RENAULT SAFRANE,SAFRANE RN,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT SAFRANE,SAFRANE RN 2.2 VI AUTO,Diesel,2300,2201cc to 2300cc,4
Cars,RENAULT,RENAULT SCENIC,SCENIC DYNAM S 16V,Diesel,2700,2601cc to 2700cc,1
Cars,RENAULT,RENAULT TRAFIC,TRAFIC BUSINESS ENERGY DCI,Diesel,2000,1901cc to 2000cc,139
Other vehicles,RENAULT,RENAULT TRAFIC,TRAFIC BUSINESS ENERGY DCI,Diesel,2000,1901cc to 2000cc,1
Cars,RENAULT,RENAULT TRAFIC,TRAFIC BUSINESS ENERGY DCI A,Diesel,2000,1901cc to 2000cc,40
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LH30 B-NESS+ ENERGY DCI,Diesel,2000,1901cc to 2000cc,243
Cars,RENAULT,RENAULT TRAFIC,TRAFIC LH30 BNESS ENERGY DCI,Diesel,2000,1901cc to 2000cc,5
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LH30 BNESS ENERGY DCI,Diesel,2000,1901cc to 2000cc,77
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LL29 BUSINESS ENERGYDCI,Diesel,1600,1501cc to 1600cc,1
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LL29 DCI,Diesel,1600,1501cc to 1600cc,1
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LL29 DCI 150,Diesel,2500,2401cc to 2500cc,1
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LL30 B-NESS ENERGY DCI,Diesel,2000,1901cc to 2000cc,462
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LL30 B-NESS+ ENERGY DCI,Diesel,2000,1901cc to 2000cc,1519
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LL30 B-NESS+ ENGY DCI A,Diesel,2000,1901cc to 2000cc,3
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LL30 BLACK ED ENGY DCI,Diesel,2000,1901cc to 2000cc,383
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LL30 BLK ED ENGY DCI A,Diesel,2000,1901cc to 2000cc,226
Cars,RENAULT,RENAULT TRAFIC,TRAFIC LL30 BUSINESS BLUE DCI,Diesel,2000,1901cc to 2000cc,5
Cars,RENAULT,RENAULT TRAFIC,TRAFIC LL30 SPORT BLUE DCI,Diesel,2000,1901cc to 2000cc,36
Cars,RENAULT,RENAULT TRAFIC,TRAFIC LL30 SPORT BLUE DCI A,Diesel,2000,1901cc to 2000cc,1
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LL30 SPORT ENERGY DCI,Diesel,2000,1901cc to 2000cc,1389
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC LL30 SPORT ENERGY DCI A,Diesel,2000,1901cc to 2000cc,290
Cars,RENAULT,RENAULT TRAFIC,TRAFIC SH30 B-NESS ENERGY DCI,Diesel,2000,1901cc to 2000cc,1
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SH30 B-NESS ENERGY DCI,Diesel,2000,1901cc to 2000cc,75
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SH30 B-NESS+ ENERGY DCI,Diesel,2000,1901cc to 2000cc,47
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SH30 B-NESS+ ENERGY DCI,Diesel,2300,2201cc to 2300cc,3
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL27 BUSINESS DCI,Diesel,1600,1501cc to 1600cc,1
Cars,RENAULT,RENAULT TRAFIC,TRAFIC SL28 B-NESS ENERGY DCI,Diesel,2000,1901cc to 2000cc,3
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL28 B-NESS ENERGY DCI,Diesel,2000,1901cc to 2000cc,906
Cars,RENAULT,RENAULT TRAFIC,TRAFIC SL28 B-NESS+ ENERGY DCI,Diesel,2000,1901cc to 2000cc,4
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL28 B-NESS+ ENERGY DCI,Diesel,2000,1901cc to 2000cc,1504
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL28 B-NESS+ ENGY DCI A,Diesel,2000,1901cc to 2000cc,19
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL28 BLACK ED ENGY DCI,Diesel,2000,1901cc to 2000cc,639
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL28 BLK ED ENGY DCI A,Diesel,2000,1901cc to 2000cc,94
Cars,RENAULT,RENAULT TRAFIC,TRAFIC SL28 BUSINESS BLUE DCI,Diesel,2000,1901cc to 2000cc,35
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL28 SPORT + BLUE DCI,Diesel,2000,1901cc to 2000cc,27
Cars,RENAULT,RENAULT TRAFIC,TRAFIC SL28 SPORT BLUE DCI,Diesel,2000,1901cc to 2000cc,24
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL28 SPORT BLUE DCI,Diesel,2000,1901cc to 2000cc,19
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL28 SPORT ENERGY DCI,Diesel,2000,1901cc to 2000cc,1646
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL28 SPORT ENERGY DCI A,Diesel,2000,1901cc to 2000cc,147
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL29 SPORT NAV ENGY DCI,Diesel,1600,1501cc to 1600cc,1
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL30 B-NESS ENERGY DCI,Diesel,2000,1901cc to 2000cc,224
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL30 B-NESS+ ENERGY DCI,Diesel,2000,1901cc to 2000cc,189
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL30 B-NESS+ ENGY DCI A,Diesel,2000,1901cc to 2000cc,9
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL30 BLACK ED ENGY DCI,Diesel,2000,1901cc to 2000cc,7
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL30 BLK ED ENGY DCI A,Diesel,2000,1901cc to 2000cc,8
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL30 SPORT ENERGY DCI,Diesel,2000,1901cc to 2000cc,30
Light goods vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SL30 SPORT ENERGY DCI A,Diesel,2000,1901cc to 2000cc,5
Cars,RENAULT,RENAULT TRAFIC,TRAFIC SPACECLASS ENERGY DCI,Diesel,2000,1901cc to 2000cc,1
Cars,RENAULT,RENAULT TRAFIC,TRAFIC SPACECLASS ENERGY DCI A,Diesel,2000,1901cc to 2000cc,2
Cars,RENAULT,RENAULT TRAFIC,TRAFIC SPORT ENERGY DCI,Diesel,2000,1901cc to 2000cc,57
Other vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SPORT ENERGY DCI,Diesel,2000,1901cc to 2000cc,7
Cars,RENAULT,RENAULT TRAFIC,TRAFIC SPORT ENERGY DCI AUTO,Diesel,2000,1901cc to 2000cc,20
Other vehicles,RENAULT,RENAULT TRAFIC,TRAFIC SPORT ENERGY DCI AUTO,Diesel,2000,1901cc to 2000cc,1
Cars,RENAULT,RENAULT TWINGO,TWINGO DYNAMIQUE,Petrol,900,801cc to 900cc,1
Cars,RENAULT,RENAULT TWINGO,TWINGO ICONIC TCE AUTO,Petrol,900,801cc to 900cc,1
Light goods vehicles,RENAULT,RENAULT TWIZY,TWIZY CARGO,Battery electric,[z],[z],1
Light goods vehicles,RENAULT,RENAULT TWIZY,TWIZY DYNAMIQUE,Battery electric,[z],[z],2
Light goods vehicles,RENAULT,RENAULT TWIZY,TWIZY I DYNAMIQUE EV,Battery electric,[z],[z],12
Light goods vehicles,RENAULT,RENAULT TWIZY,TWIZY I EXPRESSION EV,Battery electric,[z],[z],6
Cars,RENAULT,RENAULT TWIZY,TWIZY TECHNIC,Battery electric,[z],[z],1
Light goods vehicles,RENAULT,RENAULT WILDAX,WILDAX EUROPA,Diesel,2300,2201cc to 2300cc,1
Light goods vehicles,RENAULT,RENAULT ZOE,ZOE BUSINESS + EV 50,Battery electric,[z],[z],13
Light goods vehicles,RENAULT,RENAULT ZOE,ZOE BUSINESS EV 50,Battery electric,[z],[z],17
Light goods vehicles,RENAULT,RENAULT ZOE,ZOE BUSINESS RAPID CHARGE EV50,Battery electric,[z],[z],43
Light goods vehicles,RENAULT,RENAULT ZOE,ZOE BUSINESS+ RAPID CHRGE EV50,Battery electric,[z],[z],83
Cars,RENAULT,RENAULT ZOE,ZOE DYNAMIQUE NAV ZE 40 AUTO,Battery electric,[z],[z],2
Cars,RENAULT,RENAULT ZOE,ZOE GT ED RAPID CHARGE EV 50,Battery electric,[z],[z],63
Cars,RENAULT,RENAULT ZOE,ZOE GT LINE RAPID CHARGE EV 50,Battery electric,[z],[z],2006
Light goods vehicles,RENAULT,RENAULT ZOE,ZOE I B-NESS RAPID CHARGE ZE50,Battery electric,[z],[z],97
Light goods vehicles,RENAULT,RENAULT ZOE,ZOE I BNESS+ RAPID CHARGE ZE50,Battery electric,[z],[z],109
Light goods vehicles,RENAULT,RENAULT ZOE,ZOE I BUSINESS + ZE 50,Battery electric,[z],[z],70
Light goods vehicles,RENAULT,RENAULT ZOE,ZOE I BUSINESS ZE 50,Battery electric,[z],[z],73
Cars,RENAULT,RENAULT ZOE,ZOE I GT LINE ZE 50,Battery electric,[z],[z],257
Cars,RENAULT,RENAULT ZOE,ZOE I GT LN RAPID CHARGE ZE 50,Battery electric,[z],[z],702
Cars,RENAULT,RENAULT ZOE,ZOE I ICONC RAPID CHARGE ZE 50,Battery electric,[z],[z],465
Cars,RENAULT,RENAULT ZOE,ZOE I ICONIC ZE 50,Battery electric,[z],[z],363
Cars,RENAULT,RENAULT ZOE,ZOE I PLAY ZE 50,Battery electric,[z],[z],114
Cars,RENAULT,RENAULT ZOE,ZOE I VENTURE ED RAPID CH ZE50,Battery electric,[z],[z],10
Cars,RENAULT,RENAULT ZOE,ZOE ICONIC RAPID CHARGE EV 50,Battery electric,[z],[z],1467
Cars,RENAULT,RENAULT ZOE,ZOE PLAY EV 50,Battery electric,[z],[z],25
Cars,RENAULT,RENAULT ZOE,ZOE RIVIERA LTD RPD CHRGE EV50,Battery electric,[z],[z],276
Light goods vehicles,RENAULT TRUCKS,RENAULT TRUCKS MASTER,MASTER 31 LWB ZE,Battery electric,[z],[z],8
Light goods vehicles,RENAULT TRUCKS,RENAULT TRUCKS MASTER,MASTER 31 MWB ZE,Battery electric,[z],[z],8
Light goods vehicles,RENAULT TRUCKS,RENAULT TRUCKS MASTER,MASTER 31 SWB ZE,Battery electric,[z],[z],1
